water_node_id,province_name,basin_code,longitude,latitude,source,year_basis
WC_0052_0019_D,内蒙古自治区,D,105.75,38.25,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0052_0019_K,内蒙古自治区,K,105.08369467820076,38.98079407988159,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0052_0020_K,内蒙古自治区,K,105.13057792223881,40.98443345899411,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0053_0010_H,广西壮族自治区,H,107.58459138864576,21.749999999999996,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0053_0011_H,广西壮族自治区,H,107.18472008549833,23.042434434250897,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0053_0012_H,贵州省,H,107.07477688012015,24.950921209070444,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0053_0013_F,贵州省,F,107.03769046317414,27.07060608771766,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0053_0013_H,贵州省,H,106.9977186774095,26.25,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0053_0014_F,重庆市,F,107.024161635444,29.00345580683453,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0053_0015_F,四川省,F,107.04973571150427,30.997598825301584,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0053_0016_F,甘肃省,F,107.0687868896581,32.88253547562959,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0053_0017_D,宁夏回族自治区,D,107.125956938713,34.99168643714047,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0053_0017_F,甘肃省,F,106.45848973791655,34.25,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0053_0018_D,宁夏回族自治区,D,106.91307418653604,36.82550459738828,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0053_0019_D,内蒙古自治区,D,106.5453548655573,38.74321729079933,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0053_0019_K,内蒙古自治区,K,106.25,39.75,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0053_0020_D,内蒙古自治区,D,107.40672265460896,40.883089463835326,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0053_0020_K,内蒙古自治区,K,106.84642759041174,41.23064289524617,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0053_0021_K,内蒙古自治区,K,107.36617440832927,42.25,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0054_0009_H,海南省,H,109.45979929132561,19.13723723630639,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0054_0010_H,广西壮族自治区,H,108.88936183047012,21.750000000000004,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0054_0011_H,广西壮族自治区,H,108.98966228189069,22.949467340846365,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0054_0012_H,贵州省,H,109.05278897471096,24.98150137353339,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0054_0013_F,贵州省,F,109.1074390235824,27.031018500375307,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0054_0013_H,贵州省,H,108.25,26.25,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0054_0014_F,重庆市,F,109.03659027703554,29.00321455105223,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0054_0015_F,四川省,F,108.9830186866136,30.96894249770283,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0054_0016_F,陕西省,F,108.89821728168643,32.89406708687156,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0054_0017_D,甘肃省,D,109.07020902248577,34.888412846834775,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0054_0018_D,内蒙古自治区,D,109.03751511694726,36.89464644446538,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0054_0019_D,内蒙古自治区,D,109.14588184773302,38.91747511418161,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0054_0020_D,内蒙古自治区,D,108.92975534111187,40.93539924428522,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0054_0020_K,内蒙古自治区,K,109.75,41.75,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0054_0021_K,内蒙古自治区,K,108.74569969653533,42.25000000000001,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0055_0009_H,海南省,H,110.35726293363287,19.319866162291724,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0055_0010_H,广东省,H,110.56840590982168,21.472808698815413,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0055_0011_H,广西壮族自治区,H,110.98079440837331,22.9726630550917,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0055_0012_F,广西壮族自治区,F,111.20329807786662,25.491086453767732,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0055_0012_H,广西壮族自治区,H,110.79281135590567,24.721042889923744,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0055_0013_F,湖南省,F,111.00592002870351,27.029562215103812,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0055_0014_F,湖北省,F,111.00898109630694,28.95840654177273,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0055_0015_F,湖北省,F,110.92321119149919,30.870103671446092,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0055_0016_D,河南省,D,111.75,33.75,data/water/*_qtot_*.nc,static_hydrology_grid
